imdb_id,title,year_raw,released,runtime_raw,genres,director,writer,actors,language,country,awards,imdb_rating_raw,imdb_votes_raw,metascore_raw,box_office_raw,production,plot,rated,year,runtime_min,imdb_rating,imdb_votes,metascore,box_office_usd,decade,genres_list
tt10872600,Spider-Man: No Way Home,2021,17 Dec 2021,148 min,"Action, Adventure, Fantasy",Jon Watts,"Chris McKenna, Erik Sommers, Stan Lee","Tom Holland, Zendaya, Benedict Cumberbatch","English, Tagalog",United States,Nominated for 1 Oscar. 35 wins & 71 nominations total,8.2,"967,684",71,"$814,866,759",N/A,"With Spider-Man's identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",PG-13,2021,148,8.2,967684,71.0,814866759.0,2020,"['Action', 'Adventure', 'Fantasy']"
tt1300854,Iron Man 3,2013,03 May 2013,130 min,"Action, Adventure, Sci-Fi",Shane Black,"Drew Pearce, Shane Black, Stan Lee","Robert Downey Jr., Guy Pearce, Gwyneth Paltrow",English,United States,Nominated for 1 Oscar. 20 wins & 63 nominations total,7.1,"937,973",62,"$409,013,994",N/A,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",PG-13,2013,130,7.1,937973,62.0,409013994.0,2010,"['Action', 'Adventure', 'Sci-Fi']"
tt0145487,Spider-Man,2002,03 May 2002,121 min,"Action, Adventure, Sci-Fi",Sam Raimi,"Stan Lee, Steve Ditko, David Koepp","Tobey Maguire, Kirsten Dunst, Willem Dafoe",English,United States,Nominated for 2 Oscars. 17 wins & 65 nominations total,7.4,"931,636",73,"$407,774,549",N/A,"After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.",PG-13,2002,121,7.4,931636,73.0,407774549.0,2000,"['Action', 'Adventure', 'Sci-Fi']"
tt1228705,Iron Man 2,2010,07 May 2010,124 min,"Action, Sci-Fi",Jon Favreau,"Justin Theroux, Stan Lee, Don Heck","Robert Downey Jr., Mickey Rourke, Gwyneth Paltrow","English, French, Russian",United States,Nominated for 1 Oscar. 7 wins & 45 nominations total,6.9,"909,600",57,"$312,433,331",N/A,"With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.",PG-13,2010,124,6.9,909600,57.0,312433331.0,2010,"['Action', 'Sci-Fi']"
tt0770828,Man of Steel,2013,14 Jun 2013,143 min,"Action, Adventure, Sci-Fi",Zack Snyder,"David S. Goyer, Christopher Nolan, Jerry Siegel","Henry Cavill, Amy Adams, Michael Shannon",English,"United States, United Kingdom, Canada",Nominated for 1 BAFTA Award7 wins & 46 nominations total,7.1,"841,621",55,"$291,045,518",N/A,An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.,PG-13,2013,143,7.1,841621,55.0,291045518.0,2010,"['Action', 'Adventure', 'Sci-Fi']"
tt2250912,Spider-Man: Homecoming,2017,07 Jul 2017,133 min,"Action, Adventure, Sci-Fi",Jon Watts,"Jonathan Goldstein, John Francis Daley, Jon Watts","Tom Holland, Michael Keaton, Robert Downey Jr.","English, Spanish",United States,8 wins & 10 nominations total,7.4,"765,216",73,"$334,952,829",N/A,Peter Parker tries to stop Adrian 'The Vulture' Toomes from selling weapons made with advanced Chitauri technology while trying to balance his life as an ordinary high school student.,PG-13,2017,133,7.4,765216,73.0,334952829.0,2010,"['Action', 'Adventure', 'Sci-Fi']"
tt0478970,Ant-Man,2015,17 Jul 2015,117 min,"Action, Comedy, Sci-Fi",Peyton Reed,"Edgar Wright, Joe Cornish, Adam McKay","Paul Rudd, Michael Douglas, Corey Stoll",English,United States,Nominated for 1 BAFTA Award4 wins & 34 nominations total,7.2,"757,549",64,"$180,202,163",N/A,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",PG-13,2015,117,7.2,757549,64.0,180202163.0,2010,"['Action', 'Comedy', 'Sci-Fi']"
tt0316654,Spider-Man 2,2004,30 Jun 2004,127 min,"Action, Adventure, Sci-Fi",Sam Raimi,"Stan Lee, Steve Ditko, Alfred Gough","Tobey Maguire, Kirsten Dunst, Alfred Molina","English, Russian, Chinese",United States,Won 1 Oscar. 25 wins & 60 nominations total,7.5,"753,581",83,"$374,337,514",N/A,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,PG-13,2004,127,7.5,753581,83.0,374337514.0,2000,"['Action', 'Adventure', 'Sci-Fi']"
tt4633694,Spider-Man: Into the Spider-Verse,2018,14 Dec 2018,117 min,"Animation, Action, Adventure","Bob Persichetti, Peter Ramsey, Rodney Rothman","Phil Lord, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld","English, Spanish","Canada, United States",Won 1 Oscar. 85 wins & 60 nominations total,8.4,"741,247",87,"$190,241,310",N/A,Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,PG,2018,117,8.4,741247,87.0,190241310.0,2010,"['Animation', 'Action', 'Adventure']"
tt0948470,The Amazing Spider-Man,2012,03 Jul 2012,136 min,"Action, Sci-Fi",Marc Webb,"James Vanderbilt, Alvin Sargent, Steve Kloves","Andrew Garfield, Emma Stone, Rhys Ifans",English,United States,2 wins & 33 nominations total,6.9,"739,473",66,"$262,782,352",N/A,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",PG-13,2012,136,6.9,739473,66.0,262782352.0,2010,"['Action', 'Sci-Fi']"
tt0413300,Spider-Man 3,2007,04 May 2007,139 min,"Action, Adventure, Sci-Fi",Sam Raimi,"Sam Raimi, Ivan Raimi, Alvin Sargent","Tobey Maguire, Kirsten Dunst, Topher Grace","English, French",United States,Nominated for 1 BAFTA Award4 wins & 44 nominations total,6.3,"675,349",59,"$337,281,992",N/A,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",PG-13,2007,139,6.3,675349,59.0,337281992.0,2000,"['Action', 'Adventure', 'Sci-Fi']"
tt6320628,Spider-Man: Far from Home,2019,02 Jul 2019,129 min,"Action, Adventure, Comedy",Jon Watts,"Chris McKenna, Erik Sommers, Stan Lee","Tom Holland, Samuel L. Jackson, Jake Gyllenhaal","English, Italian, Czech","United States, Czech Republic, Australia, Canada, Italy",11 wins & 26 nominations total,7.4,"607,609",69,"$391,283,774",N/A,"Peter Parker, the beloved superhero Spider-Man, faces four destructive elemental monsters while on holiday in Europe. Soon, he receives help from Mysterio, a fellow hero with mysterious origins.",PG-13,2019,129,7.4,607609,69.0,391283774.0,2010,"['Action', 'Adventure', 'Comedy']"
tt1872181,The Amazing Spider-Man 2,2014,02 May 2014,142 min,"Action, Adventure, Sci-Fi",Marc Webb,"Alex Kurtzman, Roberto Orci, Jeff Pinkner","Andrew Garfield, Emma Stone, Jamie Foxx",English,United States,4 wins & 30 nominations total,6.6,"569,037",53,"$203,605,622",N/A,"When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",PG-13,2014,142,6.6,569037,53.0,203605622.0,2010,"['Action', 'Adventure', 'Sci-Fi']"
tt0095953,Rain Man,1988,16 Dec 1988,133 min,Drama,Barry Levinson,"Barry Morrow, Ron Bass","Dustin Hoffman, Tom Cruise, Valeria Golino","English, Italian",United States,Won 4 Oscars. 27 wins & 26 nominations total,8.0,"569,045",65,"$172,825,435",N/A,"After a selfish L.A. yuppie learns his estranged father left a fortune to an autistic-savant brother in Ohio that he didn't know existed, he absconds with his brother and sets out across the country, hoping to gain a larger inheri...",R,1988,133,8.0,569045,65.0,172825435.0,1980,['Drama']
tt5095030,Ant-Man and the Wasp,2018,06 Jul 2018,118 min,"Action, Adventure, Comedy",Peyton Reed,"Chris McKenna, Erik Sommers, Paul Rudd","Paul Rudd, Evangeline Lilly, Michael Peña","English, Spanish, French","United States, Canada",2 wins & 21 nominations total,7.0,"477,652",70,"$216,648,740",N/A,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",PG-13,2018,118,7.0,477652,70.0,216648740.0,2010,"['Action', 'Adventure', 'Comedy']"
tt9362722,Spider-Man: Across the Spider-Verse,2023,02 Jun 2023,140 min,"Animation, Action, Adventure","Joaquim Dos Santos, Kemp Powers, Justin K. Thompson","Phil Lord, Christopher Miller, Dave Callaham","Shameik Moore, Hailee Steinfeld, Brian Tyree Henry",English,United States,Nominated for 1 Oscar. 106 wins & 164 nominations total,8.5,"468,141",86,"$381,593,754",N/A,"Traveling across the multiverse, Miles Morales meets a new team of Spider-People, made up of heroes from different dimensions. But when the heroes clash over how to deal with a new threat, Miles finds himself at a crossroads.",PG,2023,140,8.5,468141,86.0,381593754.0,2020,"['Animation', 'Action', 'Adventure']"
tt0454848,Inside Man,2006,24 Mar 2006,129 min,"Crime, Drama, Mystery",Spike Lee,Russell Gewirtz,"Denzel Washington, Clive Owen, Jodie Foster","English, Albanian, Spanish, Polish",United States,5 wins & 12 nominations total,7.6,"415,481",76,"$88,513,495",N/A,"A police detective, a bank robber and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",R,2006,129,7.6,415481,76.0,88513495.0,2000,"['Crime', 'Drama', 'Mystery']"
tt0328107,Man on Fire,2004,23 Apr 2004,146 min,"Action, Crime, Drama",Tony Scott,"A.J. Quinnell, Brian Helgeland","Denzel Washington, Christopher Walken, Dakota Fanning","English, Spanish","Switzerland, United Kingdom, United States, Mexico",1 win & 7 nominations total,7.7,"406,070",47,"$77,911,774",N/A,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",R,2004,146,7.7,406070,47.0,77911774.0,2000,"['Action', 'Crime', 'Drama']"
tt1068680,Yes Man,2008,19 Dec 2008,104 min,"Comedy, Romance",Peyton Reed,"Nicholas Stoller, Jarrad Paul, Andrew Mogel","Jim Carrey, Zooey Deschanel, Bradley Cooper","English, Korean","United States, United Kingdom",3 wins & 9 nominations total,6.8,"396,638",46,"$97,690,976",N/A,"A man challenges himself to say ""yes"" to everything.",PG-13,2008,104,6.8,396638,46.0,97690976.0,2000,"['Comedy', 'Romance']"
tt1638355,The Man from U.N.C.L.E.,2015,14 Aug 2015,116 min,"Action, Adventure, Comedy",Guy Ritchie,"Guy Ritchie, Lionel Wigram, Jeff Kleeman","Henry Cavill, Armie Hammer, Alicia Vikander","English, Russian, German, Italian","United Kingdom, United States",8 wins & 7 nominations total,7.2,"349,120",56,"$45,445,109",N/A,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",PG-13,2015,116,7.2,349120,56.0,45445109.0,2010,"['Action', 'Adventure', 'Comedy']"
tt0080678,The Elephant Man,1980,10 Oct 1980,124 min,"Biography, Drama",David Lynch,"Christopher De Vore, Eric Bergren, David Lynch","Anthony Hopkins, John Hurt, Anne Bancroft","English, French","United States, United Kingdom",Nominated for 8 Oscars. 11 wins & 22 nominations total,8.2,"272,707",78,"$26,010,864",N/A,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",PG,1980,124,8.2,272707,78.0,26010864.0,1980,"['Biography', 'Drama']"
tt1051906,The Invisible Man,2020,28 Feb 2020,124 min,"Drama, Horror, Mystery",Leigh Whannell,"Leigh Whannell, H.G. Wells","Elisabeth Moss, Oliver Jackson-Cohen, Harriet Dyer",English,"Australia, United States",40 wins & 81 nominations total,7.1,"273,882",72,"$70,410,000",N/A,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",R,2020,124,7.1,273882,72.0,70410000.0,2020,"['Drama', 'Horror', 'Mystery']"
tt0118655,Austin Powers: International Man of Mystery,1997,02 May 1997,89 min,"Adventure, Comedy",Jay Roach,Mike Myers,"Mike Myers, Elizabeth Hurley, Michael York",English,"Germany, United States",3 wins & 8 nominations total,7.0,"267,358",51,"$53,911,748",N/A,A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.,PG-13,1997,89,7.0,267358,51.0,53911748.0,1990,"['Adventure', 'Comedy']"
tt1649418,The Gray Man,2022,22 Jul 2022,122 min,"Action, Mystery, Thriller","Joe Russo, Anthony Russo","Joe Russo, Christopher Markus, Stephen McFeely","Ryan Gosling, Chris Evans, Ana de Armas",English,"United States, Czech Republic, United Kingdom, Canada, Thailand, Denmark, France, Cambodia, Vietnam",7 nominations total,6.5,"259,727",49,N/A,N/A,"When the CIA's most skilled operative, whose true identity is known to none, accidentally uncovers dark agency secrets, a psychopathic former colleague puts a bounty on his head, setting off a global manhunt by international assas...",PG-13,2022,122,6.5,259727,49.0,,2020,"['Action', 'Mystery', 'Thriller']"
tt10954600,Ant-Man and the Wasp: Quantumania,2023,17 Feb 2023,124 min,"Action, Adventure, Comedy",Peyton Reed,"Jeff Loveness, Stan Lee, Larry Lieber","Paul Rudd, Evangeline Lilly, Michael Douglas",English,"United States, Australia, Canada",14 nominations total,6.0,"255,912",48,"$214,504,909",N/A,"Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious K...",PG-13,2023,124,6.0,255912,48.0,214504909.0,2020,"['Action', 'Adventure', 'Comedy']"
tt1220719,Ip Man,2008,12 Dec 2008,106 min,"Action, Biography, Drama",Wilson Yip,"Edmond Wong, Tai-Lee Chan","Donnie Yen, Simon Yam, Louis Fan","Cantonese, Mandarin, Japanese, Chinese, English","Hong Kong, China",12 wins & 19 nominations total,8.0,"239,215",59,N/A,N/A,"During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to ...",R,2008,106,8.0,239215,59.0,,2000,"['Action', 'Biography', 'Drama']"
tt11083552,Wrath of Man,2021,07 May 2021,119 min,"Action, Crime, Thriller",Guy Ritchie,"Nicolas Boukhrief, Éric Besnard, Guy Ritchie","Jason Statham, Holt McCallany, Josh Hartnett","English, Spanish, Arabic","United Kingdom, United States",1 nomination total,7.1,"228,048",57,"$27,466,489",N/A,A mysteriously stoic character is hired as a security guard by a cash truck company responsible for transporting a lot of money around Los Angeles each week.,R,2021,119,7.1,228048,57.0,27466489.0,2020,"['Action', 'Crime', 'Thriller']"
tt1213641,First Man,2018,12 Oct 2018,141 min,"Biography, Drama, History",Damien Chazelle,"Josh Singer, James R. Hansen","Ryan Gosling, Claire Foy, Jason Clarke",English,"China, Japan, United States",Won 1 Oscar. 32 wins & 192 nominations total,7.3,"210,807",84,"$44,936,545",N/A,"A look back at the life of astronaut Neil Armstrong and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",PG-13,2018,141,7.3,210807,84.0,44936545.0,2010,"['Biography', 'Drama', 'History']"
tt0756683,The Man from Earth,2007,13 Nov 2007,87 min,"Drama, Fantasy, Mystery",Richard Schenkman,Jerome Bixby,"David Lee Smith, Tony Todd, John Billingsley",English,United States,5 wins & 1 nomination total,7.8,"210,968",N/A,N/A,N/A,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,Not Rated,2007,87,7.8,210968,,,2000,"['Drama', 'Fantasy', 'Mystery']"
tt0352248,Cinderella Man,2005,03 Jun 2005,144 min,"Biography, Drama, Romance",Ron Howard,"Cliff Hollingsworth, Akiva Goldsman","Russell Crowe, Renée Zellweger, Craig Bierko",English,United States,Nominated for 3 Oscars. 16 wins & 45 nominations total,8.0,"205,174",69,"$61,649,911",N/A,"The true story of James J. Braddock, a supposedly washed-up boxer, who returned to the spotlight to win the heavyweight championship of the world.",PG-13,2005,144,8.0,205174,69.0,61649911.0,2000,"['Biography', 'Drama', 'Romance']"
tt0106697,Demolition Man,1993,08 Oct 1993,115 min,"Action, Sci-Fi, Thriller",Marco Brambilla,"Peter M. Lenkov, Robert Reneau, Daniel Waters","Sylvester Stallone, Wesley Snipes, Sandra Bullock",English,United States,1 win & 7 nominations total,6.7,"203,706",34,"$58,055,768",N/A,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,R,1993,115,6.7,203706,34.0,58055768.0,1990,"['Action', 'Sci-Fi', 'Thriller']"
tt7405458,A Man Called Otto,2022,13 Jan 2023,126 min,"Comedy, Drama",Marc Forster,"Fredrik Backman, Hannes Holm, David Magee","Tom Hanks, Mariana Treviño, Rachel Keller","English, Spanish","United States, Sweden, Canada, Ireland, United Kingdom",1 win & 10 nominations total,7.5,"196,354",51,"$64,267,657",N/A,"Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.",PG-13,2022,126,7.5,196354,51.0,64267657.0,2020,"['Comedy', 'Drama']"
tt0041959,The Third Man,1949,01 Feb 1950,104 min,"Drama, Film-Noir, Mystery",Carol Reed,"Graham Greene, Orson Welles, Alexander Korda","Orson Welles, Joseph Cotten, Alida Valli","English, German, Russian, French",United Kingdom,Won 1 Oscar. 6 wins & 4 nominations total,8.1,"190,382",97,"$1,067,364",N/A,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",Approved,1949,104,8.1,190382,97.0,1067364.0,1940,"['Drama', 'Film-Noir', 'Mystery']"
tt6856242,The King's Man,2021,22 Dec 2021,131 min,"Action, Adventure, Thriller",Matthew Vaughn,"Matthew Vaughn, Karl Gajdusek, Mark Millar","Ralph Fiennes, Gemma Arterton, Rhys Ifans","English, Latin, German, French, Russian","United Kingdom, United States",1 win & 4 nominations total,6.3,"189,088",44,"$37,176,373",N/A,"In the early years of the 20th century, the Kingsman agency is formed to stand against a cabal plotting a war to wipe out millions of people.",R,2021,131,6.3,189088,44.0,37176373.0,2020,"['Action', 'Adventure', 'Thriller']"
tt0454945,She's the Man,2006,17 Mar 2006,105 min,"Comedy, Romance, Sport",Andy Fickman,"Ewan Leslie, Karen McCullah, Kirsten Smith","Amanda Bynes, Laura Ramsey, Channing Tatum","English, French","United States, Canada",2 wins & 5 nominations total,6.4,"185,966",45,"$33,741,133",N/A,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic ...",PG-13,2006,105,6.4,185966,45.0,33741133.0,2000,"['Comedy', 'Romance', 'Sport']"
tt0120744,The Man in the Iron Mask,1998,13 Mar 1998,132 min,"Action, Adventure, Drama",Randall Wallace,"Alexandre Dumas, Randall Wallace","Leonardo DiCaprio, Jeremy Irons, John Malkovich","English, Italian","United Kingdom, United States",3 wins & 4 nominations total,6.5,"183,954",49,"$56,968,902",N/A,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,PG-13,1998,132,6.5,183954,49.0,56968902.0,1990,"['Action', 'Adventure', 'Drama']"
tt0093894,The Running Man,1987,13 Nov 1987,101 min,"Action, Sci-Fi, Thriller",Paul Michael Glaser,"Stephen King, Steven E. de Souza","Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto","English, Italian, Japanese",United States,1 win & 3 nominations total,6.6,"176,455",45,"$38,122,105",N/A,"In a future dystopian America, a wrongfully accused and convicted policeman gets his shot at freedom when he's forced to participate in a TV game show where convicts called Runners must battle killers for their freedom.",R,1987,101,6.6,176455,45.0,38122105.0,1980,"['Action', 'Sci-Fi', 'Thriller']"
tt1568338,Man on a Ledge,2012,27 Jan 2012,102 min,"Action, Crime, Thriller",Asger Leth,Pablo F. Fenjves,"Sam Worthington, Elizabeth Banks, Jamie Bell","English, Spanish",United States,1 nomination total,6.6,"160,942",40,"$18,620,000",N/A,"As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.",PG-13,2012,102,6.6,160942,40.0,18620000.0,2010,"['Action', 'Crime', 'Thriller']"
tt1019452,A Serious Man,2009,06 Nov 2009,106 min,"Comedy, Drama","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Michael Stuhlbarg, Richard Kind, Sari Lennick","English, Yiddish, Hebrew","United Kingdom, France, United States",Nominated for 2 Oscars. 17 wins & 80 nominations total,7.0,"154,204",88,"$9,228,768",N/A,"Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Despite seeking meaning and answers amidst his turmoils, he seems to keep sinking.",R,2009,106,7.0,154204,88.0,9228768.0,2000,"['Comedy', 'Drama']"
tt0164052,Hollow Man,2000,04 Aug 2000,112 min,"Action, Horror, Sci-Fi",Paul Verhoeven,"Gary Scott Thompson, Andrew W. Marlowe","Kevin Bacon, Elisabeth Shue, Josh Brolin",English,"Germany, United States",Nominated for 1 Oscar. 7 wins & 15 nominations total,5.9,"141,065",24,"$73,209,340",N/A,"A brilliant scientist's discovery renders him invisible, but transforms him into an omnipotent, dangerous megalomaniac.",R,2000,112,5.9,141065,24.0,73209340.0,2000,"['Action', 'Horror', 'Sci-Fi']"
tt0125664,Man on the Moon,1999,22 Dec 1999,118 min,"Biography, Comedy, Drama",Milos Forman,"Scott Alexander, Larry Karaszewski","Jim Carrey, Danny DeVito, Gerry Becker",English,"United Kingdom, Germany, Japan, United States",5 wins & 25 nominations total,7.4,"140,789",58,"$34,607,430",N/A,The life and career of legendary comedian Andy Kaufman.,R,1999,118,7.4,140789,58.0,34607430.0,1990,"['Biography', 'Comedy', 'Drama']"
tt4034354,Swiss Army Man,2016,01 Jul 2016,97 min,"Comedy, Drama, Fantasy","Daniel Kwan, Daniel Scheinert","Daniel Scheinert, Daniel Kwan","Paul Dano, Daniel Radcliffe, Mary Elizabeth Winstead",English,United States,8 wins & 31 nominations total,6.9,"137,401",64,"$4,210,454",N/A,"A hopeless man stranded on a deserted island befriends a dead body, and together they go on a surreal journey to get home.",R,2016,97,6.9,137401,64.0,4210454.0,2010,"['Comedy', 'Drama', 'Fantasy']"
tt0182789,Bicentennial Man,1999,17 Dec 1999,132 min,"Drama, Romance, Sci-Fi",Chris Columbus,"Isaac Asimov, Robert Silverberg, Nicholas Kazan","Robin Williams, Embeth Davidtz, Sam Neill",English,"United States, Germany",Nominated for 1 Oscar. 2 wins & 8 nominations total,6.9,"129,155",42,"$58,223,861",N/A,"The life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinar...",PG,1999,132,6.9,129155,42.0,58223861.0,1990,"['Drama', 'Romance', 'Sci-Fi']"
tt1025100,Gemini Man,2019,11 Oct 2019,117 min,"Action, Sci-Fi, Thriller",Ang Lee,"David Benioff, Billy Ray, Darren Lemke","Will Smith, Mary Elizabeth Winstead, Clive Owen","English, French","United States, China, Colombia",1 win & 6 nominations total,5.7,"128,438",38,"$48,546,770",N/A,An over-the-hill hitman faces off against a younger clone of himself.,PG-13,2019,117,5.7,128438,38.0,48546770.0,2010,"['Action', 'Sci-Fi', 'Thriller']"
tt0218967,The Family Man,2000,22 Dec 2000,125 min,"Comedy, Drama, Fantasy",Brett Ratner,"David Diamond, David Weissman","Nicolas Cage, Téa Leoni, Don Cheadle","English, Italian",United States,4 wins & 7 nominations total,6.8,"126,644",42,"$75,793,305",N/A,"Offered the opportunity to see how the other half lives, a fast-lane investment broker, wakes up to find that his sports car and girlfriend have become a mini-van and a wife.",PG-13,2000,125,6.8,126644,42.0,75793305.0,2000,"['Comedy', 'Drama', 'Fantasy']"
tt20215968,Hit Man,2023,07 Jun 2024,115 min,"Comedy, Crime, Romance",Richard Linklater,"Richard Linklater, Glen Powell, Skip Hollandsworth","Glen Powell, Adria Arjona, Austin Amelio",English,United States,6 wins & 19 nominations total,6.8,"119,031",82,N/A,N/A,"A professor moonlighting as a hit man of sorts for his city police department, descends into dangerous, dubious territory when he finds himself attracted to a woman who enlists his services.",R,2023,115,6.8,119031,82.0,,2020,"['Comedy', 'Crime', 'Romance']"
tt1315981,A Single Man,2009,05 Feb 2010,99 min,"Drama, Romance, Thriller",Tom Ford,"Christopher Isherwood, Tom Ford, David Scearce","Colin Firth, Julianne Moore, Matthew Goode","English, Spanish",United States,Nominated for 1 Oscar. 39 wins & 59 nominations total,7.5,"120,175",77,"$9,176,000",N/A,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",R,2009,99,7.5,120175,77.0,9176000.0,2000,"['Drama', 'Romance', 'Thriller']"
